question,label
겨울에는 온천이지,OOD
격려 좀 해줘,OOD
격려 필요해,OOD
견과류 챙겨 먹어야지,OOD
결국 이런 운명이라니 슬프다,OOD
결정 못하겠어,OOD
결정은 빠르면 빠 수록 좋겠지,OOD
결정은 빠를수록 좋겠지,OOD
결정 못 내리겠어 어떻해,OOD
결정적인 물증이 없어,OOD
결혼 했는데,OOD
결혼 했어,OOD
결혼 다 돈이다,OOD
결혼식 가기 귀찮아,OOD
결혼식 또 가야돼,OOD
결혼식때 하객이 없 까봐 걱정돼,OOD
결혼식이 너무 많아,OOD
결혼이나 하지 왜 자꾸 나 화 내냐구,OOD
결혼준비 돈 많이 들겠지,OOD
결혼준비하는데 돈 얼마나 드나,OOD
결혼하는데 돈 많이 드네,OOD
결혼하는데 돈 얼마나 들까,OOD
결혼하면 좋아,OOD
결혼하면 좋을까,OOD
결혼하면 행복할까,OOD
결혼하면 행복해,OOD
결혼하면 행복해질까,OOD
결혼할까,OOD
결혼해 되나,OOD
결혼해 될까,OOD
결혼해야 하나,OOD
경쟁이 너무 치열해,OOD
계속 공부해 될까,OOD
계속 도전하는 거 귀찮아,OOD
계속 방학이면 좋을텐데,OOD
계속 보고 싶어,OOD
계속 보고 싶으면 어떡해,OOD
계속 속이 진짜 안 좋아,OOD
계속 엇갈리는 느낌,OOD
계속 학생하고 싶어,OOD
계속 한숨만 나와,OOD
고3은 공부만 해야겠지,OOD
고3이니까 공부해야겠지,OOD
고구마 다이어트 해야지,OOD
고구마만 먹고 다이어트 해야지,OOD
고기 구워 먹고 싶다,OOD
고기 먹고 싶어,OOD
고데기 망했어,OOD
고데기 했는데 망했어,OOD
고독한 밤,OOD
고마운 사람들이 많아,OOD
고무신 거꾸로 신으면 어쩌지,OOD
고민 있어,OOD
고민 좀 들어줄래,OOD
고백하고 후회하면 어떡하지,OOD
고시원 너무 답답해,OOD
고시원 답답해,OOD
고시원 탈출하고 싶어,OOD
고양이 동영상 보는 중,OOD
고양이 키우고 싶어,OOD
고양이 키우고 싶어,OOD
고의는 아닌데 실수 한 거 같아,OOD
고집 센 사람,OOD
고집하고는,OOD
골프 못 치는데,OOD
골프 배워야 돼,OOD
골프 어려워,OOD
골프치러 가야돼,OOD
곱창 먹고 싶어,OOD
곱창 생각나,OOD
공무원 괜찮겠지,OOD
공무원 되고 싶다,OOD
공무원 되면 좋겠다,OOD
공무원 시험 공부 힘들다,OOD
공무원 시험 죽 거 같아,OOD
공무원 시험 힘들어 ㅠㅠ,OOD
공무원 준비할까,OOD
공무원이 좋지,OOD
공복이라 신경이 예민해져,OOD
공복이라 예민해,OOD
공복이면 예민함,OOD
공부 계속해 될까,OOD
공부 꼭 해야 할까,OOD
공부 때려치워야 하나,OOD
공부 시작해 될까,OOD
공부 왜 해야 돼,OOD
공부 잘 안돼,OOD
공부 잘하고 싶어,OOD
공부 좀 더 할 걸,OOD
공부 하기 싫다,OOD
공부는 내 체질이 아닌 것 같아,OOD
공부 먹고 살 수 있을까,OOD
공부방법이 잘못된걸까,OOD
공부하기 싫어,OOD
공부하기 싫은 날,OOD
공부하는 낙이 없어,OOD
공부하는 이유,OOD
공부하는 이유 없어,OOD
공시 준비 힘들어,OOD
공시 준비 힘들어,OOD
공시 준비중,OOD
공시 준비하는데 힘들다,OOD
공시생이야,OOD
공연 보고 싶어,OOD
공책 필기 나만 힘들어,OOD
공황장애 생겼어,OOD
공황장애 있어,OOD
공휴일에는 집이 최고,OOD
공휴일에는 집콕,OOD
과거는 잊고 앞 나아 가야지,OOD
과거는 중요하지 않아,OOD
과식해서 소화 안돼,OOD
과식했나 봐,OOD
과식했다,OOD
과외비 부담되겠지,OOD
과외비 비싸,OOD
과일 먹고 자야지,OOD
과일 먹어야지,OOD
과일 안 먹게 돼,OOD
과일 잘 안 먹게 돼,OOD
과일 챙겨 먹어야지,OOD
관계 계속 애매하다,OOD
관심 끄라고 하고 싶다,OOD
관심 좀 안 가졌으면,OOD
관절염 같애,OOD
관절염인가,OOD
광고 안 끝나,OOD
괜찮아지고 있어,OOD
괜찮은 사람인데 사귀긴 싫어,OOD
괜히 건들지 말라고,OOD
괜히 기다렸어,OOD
괜히 농담해서 망했다,OOD
괜히 아까운 시간 버렸다,OOD
괜히 창피해,OOD
괴물이 되어 가는 느낌이 들어,OOD
교보문고 왔어,OOD
교양 수업 재밌어,OOD
교양수업 시간 마음 드는 애 있어,OOD
교양수업 은근 재미져,OOD
교양수업 마음 드는 애 있어,OOD
교양수업이 재미있어,OOD
교양이 전공보다 재미있어,OOD
교직이수 가능할까,OOD
교통사고 났었어,OOD
교통사고 당했어,OOD
교회 가기 싫어,OOD
교회 갔다 만났어,OOD
교회 만났어,OOD
구박하면서 엄청 일 시켜,OOD
군대 갔다 올 때까지 기다릴 수 있을까,OOD
군대 기다려 주려고,OOD
군대 기다려 될까,OOD
군대 기다리면 부담스러워할까,OOD
군대 기다릴 수 있을까,OOD
군대 언제 끝나나,OOD
군대 전역 기다려,OOD
굿모닝,OOD
궁금하면 오백원,OOD
궁금하지,OOD
궁금해,OOD
궁금해 알려줘,OOD
귀 아파,OOD
귀 가려워,OOD
귀 간지러,OOD
귀 윙윙거려,OOD
귀농 어때,OOD
그 사람 나 안 좋아하는 거 같아,OOD
그 사람 나 좋아해줬으면 좋겠다,OOD
그 사람 행복했으면 좋겠다,OOD
그 시절엔 다 그랬지,OOD
그냥 고백할걸,OOD
그냥 공무원이 좋 듯,OOD
그냥 내버려 둬 주었으면,OOD
그냥 선 볼까,OOD
그냥 쉬고 싶다,OOD
그냥 씹어야겠다,OOD
그냥 이렇게 살고 싶어,OOD
그냥 자는 거 아니지,OOD
그냥 잘못했다고 하면 될거 같은데 자꾸 변명해,OOD
그냥 택시 타야지,OOD
그냥 할까,OOD
그냥 혼자 밥이나 먹어야지,OOD
그냥 혼자 있는게 좋아,OOD
그동안 잘 지냈나요,OOD
그땐 그랬지,OOD
그래 그러자,OOD
그래 이제 결정했어,OOD
그래 좀 기대했는데,OOD
그런 말 왜 하지,OOD
그런 사람인가보다 해야하나봐,OOD
그런 사람인갑다 해야지,OOD
그런 친구 아니었는데 너무 귀찮게 하네,OOD
그렇게 갈 거면서,OOD
그렇게 오래 살았는데 이해 못하겠어,OOD
그렇게 할래,OOD
그림 잘 그리고 싶다,OOD
그림 좀 잘 그렸으면 좋겠다,OOD
그만 두고 나오고 싶어,OOD
그만 먹어야 하는데,OOD
그만 살고싶어,OOD
그저 그런 하루,OOD
근사한 곳 알아 냈어,OOD
근육 있으면 멋있을텐데,OOD
금값 알아,OOD
금값 어때,OOD
금사빠인가,OOD
금수저 물고 태어나면 좋겠지,OOD
금수저로 태어났으면,OOD
금수저로 태어났으면 좋았을텐데,OOD
금연이 쉽지 않아,OOD
기 빨렸어,OOD
기념일 다 챙기는거 귀찮아,OOD
기념일 또 까먹었어,OOD
기념일 못챙겼어,OOD
기념일 챙기기 귀찮아,OOD
기능 좀 알려줘봐봐,OOD
기다리는 것 지쳐,OOD
기다리라고 말 못하겠어,OOD
기다림이 습관이 됐나봐,OOD
기대 무너졌어,OOD
기대 부담스러운데 떨쳐낼 수 있는 방법 있을까,OOD
기대하고 있었는데,OOD
기대하지 말걸,OOD
기대했는데,OOD
기댈 수 있는 사람,OOD
기력이 없어,OOD
기름값 올랐어,OOD
기본이 뭔지 모르는 것 같아,OOD
기본이 안 되어 있어,OOD
기부 좀 했어요,OOD
기부했어,OOD
기분 꿀꿀해,OOD
기분 나쁜 농담 계속하고 있어,OOD
기분 울적해서 좀 걷고 있어,OOD
기분 전환 하고 싶어,OOD
기분 전환이 필요해,OOD
기분이 그지 같아,OOD
기분이 더러워,OOD
기분이 묘해,OOD
기분이 이상해,OOD
기숙사 괜찮을까,OOD
기숙사 떨어졌어,OOD
기숙사 사는거 어떨까,OOD
기숙사 살면 불편해,OOD
기숙사 안됐어,OOD
기술 배울까,OOD
기침 못하겠어,OOD
기침 편하게 못해,OOD
기프트콘 받았어,OOD
기프트콘 선물 괜찮을까,OOD
기프트콘 선물해볼까,OOD
기프트콘 주면 좋아할까,OOD
기프트콘 선물 받았어,OOD
기프트콘 선물 해야겠다,OOD
기회 놓쳤어,OOD
기회 못 잡았어,OOD
기획사니까 당연히 예쁜 애들 많겠지,OOD
기획사 예쁜 애들 많겠지,OOD
긴 머리 관리 어렵다,OOD
긴 머리 관리하는 거 힘들다,OOD
긴 시간 걸렸지만 괜찮아,OOD
긴장 푸는 법 알려줘,OOD
긴장돼,OOD
긴장돼서 땀나네,OOD
길거리 연락처 물어보면 줘 되나,OOD
길 담배 피우는 사람 싫어,OOD
길 번호 따였어,OOD
길 전번 물어보면 줘 되나,OOD
길 헌팅 당했어,OOD
길은 멀고 해는 진다,OOD
길이 미끄러워서 미끄러질뻔했어,OOD
길이 안보여,OOD
길이 얼어서 미끄러질뻔했어,OOD
길이 얼었어,OOD
김떡순 먹고 싶어,OOD
김치 없네,OOD
김치볶음밥 먹어야지,OOD
김치볶음밥이나 만들어 먹어야지,OOD
김치찌개 먹고 싶어,OOD
까아 오빠들 컴백한다,OOD
깜깜한데 전기 안들어오네,OOD
깡 마른 거 같아,OOD
꼴 사나워질 것 같은데,OOD
꽃 받고 싶다,OOD
꽃 사고 싶어,OOD
꽃 살까,OOD
꽃 선물 좋아할까,OOD
꽃 선물해 볼까,OOD
꽃 예쁘게 말렸어,OOD
꽃게탕 맛있다,OOD
꽃게탕 진짜 밥도둑,OOD
꽃꽂이 배우는 중,OOD
꽃꽂이 배우니까 좋다,OOD
꽃다발 말려봐야지,OOD
꽃다발 말리면 에쁘겠지,OOD
꽃다발 받았어,OOD
꽃다발 샀어,OOD
꽃다발 선물 괜찮지,OOD
꽃다발 선물 받았어,OOD
꽃다발 선물 어때,OOD
꽃다발 준비했어,OOD
꽃바구니 선물 과일 바구니 선물 뭐 좋아,OOD
꽃바구니 좋을까 과일바구니까 좋을까,OOD
꽃선물 받고 어,OOD
꿀잼,OOD
꿈은 많은데,OOD
꿈이 너무 많아,OOD
꿈이 너무 무서웠어,OOD
꿈이 다양해,OOD
꿈이 두 개야,OOD
꿈이 없어,OOD
꿈이 이루어질까,OOD
꿈이 자꾸 바뀌어,OOD
꿈이 현실이었으면,OOD
끝나니까 허무하다,OOD
끝나면 좋 줄 알았는데,OOD
낌새 이상하더니 딱 걸렸어,OOD
낌새 있더니 딱 걸렸어,OOD
나 감정쓰레기통이었나봐,OOD
나 갖고 장난친건가,OOD
나 같은 사람은 동물 키우면 안되겠지,OOD
나 같이 예쁜 애 왜 갈구지,OOD
나 거짓말 못하겠어,OOD
나 결정 잘 한거지,OOD
나 결정했어,OOD
나 괜찮지 않니,OOD
나 교직이수할 수 있을까,OOD
나 그동안 뭐한거니,OOD
나 그지임,OOD
나 내일 기숙사 가야돼,OOD
나 내장비만이래,OOD
나 너무 못 생겼어,OOD
나 너무 소심해,OOD
나 노트북 사줘,OOD
나 놀려먹기 쉬운가,OOD
나 누구게,OOD
나 누락됐나봐,OOD
나 다른 거 할까,OOD
나 대충한 거 아닌데,OOD
나 뒷담화하는 애 어떻게 할까,OOD
나 뒷담화하는 애 있다는데 어떻게 하지,OOD
나 많이 기대했는데,OOD
나 말 실수한 거 같아,OOD
나 맨날 속는 거 같아,OOD
나 머리 나쁜 듯,OOD
나 머리 나뿐 것 같아,OOD
나 먼저 잘게,OOD
나 모르는게 왜 이렇게 많지,OOD
나 몰래 사귀는 거 같애,OOD
나 무시 당한 거 같아,OOD
나 무시하는 거 같아,OOD
나 무시하는 사람 어떻게 해,OOD
나 무시하는 사람 짜증나,OOD
나 문제 많은거 같아,OOD
나 뭐하는 거지,OOD
나 미팅한다,OOD
나 바뀌고 싶어,OOD
나 바본인 봄,OOD
나 백수야,OOD
나 버림 받은 거 같아,OOD
나 보이스피싱 당한 거 같은데 어떡해,OOD
나 비만이야,OOD
나 사랑하니,OOD
나 상 받는대,OOD
나 새 옷 샀다,OOD
나 서류 광탈했어,OOD
나 소개팅한다,OOD
나 속은 거 같아,OOD
나 속은듯,OOD
나 스마트폰 중독인가봐,OOD
나 승진했어,OOD
나 실수한건가,OOD
나 실수했나,OOD
나 아재인가,OOD
나 아직 어른 아닌 거 같아,OOD
나 아직 애 같아,OOD
나 어때,OOD
나 여기서 뭐하는 거지,OOD
나 연기 너무 못해 거짓말 못하겠어,OOD
나 열심히 할거야,OOD
나 오늘 개불쌍,OOD
나 오늘 따라 잘생겨 보이네,OOD
나 오늘 상 받았지롱,OOD
나 완전 계탔어,OOD
나 왕따야,OOD
나 왕따인거 같아,OOD
나 왜 멍청해,OOD
나 왜 이러지,OOD
나 왜케 못 생겼지,OOD
나 요즘 정신 놓고 살고 있는 거 같아,OOD
나 욕 먹는 거 같아,OOD
나 웃겨 봐,OOD
나 은근 무시하는 애 있어,OOD
나 이상한가,OOD
나 이상해,OOD
나 이제 졸업해,OOD
나 인정받고 싶어,OOD
나 잘 살 수 있겠지,OOD
나 잘생겼지,OOD
나 잘하고 있는 건지 모르겠어,OOD
나 잘하고 있는 걸까,OOD
나 잘하는 게 없어,OOD
나 잘하는게 없는거같아,OOD
나 잘할 수 있을까,OOD
나 점점 괴물이 되고 있어,OOD
나 정신차리게 말해줘,OOD
나 좀 건들지 마,OOD
나 좀 건들지 말라고 해,OOD
나 좀 내버려 두면 좋겠어,OOD
나 좀 내버려 뒀으면,OOD
나 좀 안 건들였으면 좋겠어,OOD
나 좀 좋아해줬으면,OOD
나 좀 쩌는 듯,OOD
나 좀 칭찬해줘,OOD
나 좋아하게 만들고 싶다,OOD
나 좋아하는 것 같아,OOD
나 좋아해주는 사람 있겠지,OOD
나 주름살 있나,OOD
나 죽 뻔함,OOD
나 짤릴 거 같아,OOD
나 쫌 불쌍한 거 같아,OOD
나 챙겨줄 사람 필요해,OOD
나 천재 같아,OOD
나 천재임,OOD
나 축구는 진짜 잘해,OOD
나 친구들 인정받고 싶어,OOD
나 폭식증인듯,OOD
나 폰 중독인 거 같애,OOD
나 폰겜 너무 많이해,OOD
나 폰겜했더니 몇 시간 갔어,OOD
나 할 수 있어,OOD
나 함부로 말하는 거 고치고 싶어,OOD
나 혼자 야근해,OOD
나 혼자서 축구 본다,OOD
나 화장 너무 못해,OOD
나 화장이 잘 안돼,OOD
나 회사 인정받고 싶어,OOD
나가기 귀찮아,OOD
나는 그냥저냥 사는 거 같아,OOD
나는 기분 나쁜데 농담이라고 계속해,OOD
나는 나약한 존재,OOD
나는 누구인가,OOD
나는 모자란 사람인 거 같아,OOD
나는 뭐든 할 수 있다,OOD
나는 뭘 잘할까,OOD
나는 왜 이 모양일까,OOD
나는 왜 이렇게 태어났을까,OOD
나는 왜 태어났을까,OOD
나는 잘 할줄 아는 게 없는 것 같아,OOD
나는 좋아하는 게 뭘까,OOD
나는 좋은데 …,OOD
나는 친구 없어,OOD
나는 친구라고 믿었는데,OOD
나 괜찮은 사람인데,OOD
나 대우 받고 싶다고,OOD
나 비키니 입고 싶다,OOD
나 상 받고 싶다,OOD
나 약초 캐볼까,OOD
나 월급 필요해,OOD
나 위로 받고 싶다,OOD
나 이벤트 되다니,OOD
나 이제 아재인가,OOD
나 중국 진출해볼까,OOD
나 집 사고 싶어,OOD
나 커플룩 입고 싶다,OOD
나두 잘할거야,OOD
나들이 가볼까,OOD
나란 놈,OOD
나 놀아줘,OOD
나 놀자,OOD
나 상관 없는 이야기들,OOD
나 있는게 힘들었나봐,OOD
나른하다,OOD
나 기다려줬으면 좋겠다,OOD
나 너무 오래 기다리게했어,OOD
나 너무 함부로 대해,OOD
나 미소짓게 만든 너,OOD
나 바꿀 수 있는 건 뭐 있을까,OOD
나 친구로 생각 안했나봐,OOD
나 호구로 아는 사람 어떡해,OOD
나 힘들게 하는 사람인데 붙잡고 싶어,OOD
나만 갈궈,OOD
나만 기다렸나봐,OOD
나만 꿈 없이 사는 거 같아,OOD
나만 남친 없어,OOD
나만 뒤처지는 느낌이야,OOD
나만 반친구 없어,OOD
나만 빼고 행복해보여,OOD
나만 설레나,OOD
나만 설레는 거야,OOD
나만 솔로야,OOD
나만 애기봐,OOD
나만 야근해,OOD
나만 우스워질거 같아,OOD
나만 이상한 사람래,OOD
나만 이상해졌어,OOD
나만 일시켜서 짜증폭발,OOD
나만 제자리걸음이야,OOD
나만 제자리인듯,OOD
나만 진급 못했어,OOD
나만 친구라고 생각한건가,OOD
나만 친구로 생각했나봐,OOD
나만 힘든 거 아니지,OOD
나만 시간 필요한 것 같아,OOD
나만 시간 필요해,OOD
나빼고 다 행복한 거 같아,OOD
나쁜 꿈 꿨어,OOD
나이 때문 무시 받았어,OOD
나이 어리다고 무시해,OOD
나이 많은데 취직이 될까,OOD
나이 있으니 영양제 좀 챙겨볼까,OOD
나이들면서 눈물이 많아졌어,OOD
나이먹으니까 주름살 생겨,OOD
나중 뭐하고 먹고 사냐,OOD
나중 뭐할까 고민이야,OOD
나중 창업해야 겠지,OOD
나 감추는 게 하나 없었으면,OOD
나 거짓말 좀 안 했으면,OOD
나 냄새 나면 어쩌지,OOD
나 냄새 날까,OOD
나 너무 많은 걸 바라는 듯,OOD
나 문제 많아,OOD
나 상 좀 하지,OOD
나 상의하면 좋을텐데,OOD
나 이상한 냄새 나나,OOD
나 할 말 있대 뭘까,OOD
나 행운 좀 왔으면 좋겠어,OOD
나한테만 예 차리래,OOD
나한테만 왜 이런 일이 일어날까,OOD
나한테만은 완전 솔직했으면,OOD
낙엽 밟는 소리 좋다,OOD
낙엽밟는 소리,OOD
낚시 안 해봤는데,OOD
낚시 안 해봤는데 재미있어 보인다,OOD
낚시 재밌을까,OOD
낚시 좋아하는 남자 어때,OOD
낚시는 무슨 재미,OOD
난 동물 못키울거 같아,OOD
난 많이 노력한 거 같은데,OOD
난 쓰레기야,OOD
난 왜 예쁘게 말 못할까,OOD
난 왜 이모양일까,OOD
난 정말 안되겠다,OOD
난 진짜 쓰레기야,OOD
난 천재다,OOD
난방비 비싼데 추워,OOD
난방이 안돼,OOD
난방이 안돼나 추워,OOD
날 몇시간동안이나 기다리게했어,OOD
남동생 자꾸 화내게 되네,OOD
남들 인정받으려면 어떻게 해야 돼,OOD
남들이 날 욕하는 거 같아,OOD
남들이 다 손가락질 하는 거 같아,OOD
남은 휴가 없어,OOD
남 눈 너무 신경써,OOD
남 일 도와줘야 할까,OOD
남 차 긁었어 내 돈,OOD
남이 걷지 않는 길 가려고 해,OOD
남자 보통 어디서 만나,OOD
남자 어디서 만나,OOD
남자 친구 바래다 줬어,OOD
남자 화장하는 거 어때,OOD
남자 낚시 너무 좋아해,OOD
남자 화장하는 거 어떻게 생각해,OOD
남자면 편할 것 같아,OOD
남자였으면 좋겠어,OOD
남자인지 여자인지 알려줘,OOD
남자친구 또 운동 갔어,OOD
남자친구 생일인데 뭘 줄까,OOD
남자친구 승진 선물로 뭐 좋을까,OOD
남자친구 오늘 따라 훈훈해 보인다,OOD
남자친구 오늘 좀 질린다,OOD
남자친구 나 안 믿어줘,OOD
남자친구 너무 바빠,OOD
남자친구 너무 운동만 해,OOD
남자친구 너무 잘생겼어,OOD
남자친구 데려다줬어,OOD
남자친구 맞춤법 너무 많이 틀려,OOD
남자친구 사업 시작한대,OOD
남자친구 사업한대,OOD
남자친구 사진 실력 꽝,OOD
남자친구 사진 너무 못 찍어,OOD
남자친구 안놀아 줘,OOD
남자친구 애교 많아,OOD
남자친구 욕함,OOD
남자친구 의심해,OOD
남자친구 이벤트 해 주면 좋겠다,OOD
남자친구 이벤트 잘 안해줘,OOD
남자친구 입이 험해,OOD
남자친구 자꾸 잔소리해,OOD
남자친구 잔소리 심해,OOD
남자친구 전화 잘 안해,OOD
남자친구 전화하는 걸 안 좋아해,OOD
남자친구 홧김 욕함,OOD
남자친구는 어디서 만나,OOD
남자친구 봉사활동 해보려고,OOD
남자친구 종교 문제로 다툼,OOD
남자친구 종교 달라,OOD
남자친구 질린 거 같아,OOD
남친 SNS 내 사진 없어,OOD
남친 때문 살찐 듯,OOD
남친 보여줄까,OOD
남친 생일선물 뭘 주면 좋을까,OOD
남친 승진 선물 추천,OOD
남친 어디서 만나,OOD
남친 프로필 내 사진 왜 안올릴까,OOD
남친 프사 내 사진 없어,OOD
남친이 SNS 내 사진 안 올려,OOD
남친이 입이 험해,OOD
남친 교회 가자고 하고 싶어,OOD
남편이 나 안 도와줘,OOD
남편이 나보다 집안일 더 잘해,OOD
남편이 맨날 늦게 들어와,OOD
남편이 미워,OOD
남편이 아기 안 돌봐줘,OOD
남편이 왜 애키우는거 안 도와줄까,OOD
남편이 육아 안해,OOD
남편이 육아 무신경해,OOD
남편이 집안일 안 도와줘,OOD
남편이 집안일 안 해,OOD
남편이 집안일 너무 잘해,OOD
남편이 짜증나게해,OOD
남편이 하나 안 도와줘,OOD
남편이 회식이라고 안와,OOD
남편이 회식하면 늦게 들어와,OOD
낭만이 사라진 것 같아,OOD
낭만이 없어,OOD
낭만이라고는 없어가지구,OOD
내 남자친구 보고 싶어,OOD
내 남자친구 아이돌이면 좋겠다,OOD
내 능력이 너무 모자라,OOD
내 마음 알아줬으면,OOD
내 마음 좀 알아 달라고,OOD
내 몸이 여러 개 였으면 좋겠다,OOD
내 문제는 뭘까,OOD
내 문제점이 뭘까,OOD
내 배우자는 어디 있을까,OOD
내 배우자 어디 있을까,OOD
내 사수 너무 깐깐해,OOD
내 생각대로 살거야,OOD
내 생각 다른 사람 생각이 진짜 다르다는 걸 느껴,OOD
내 성격 너무 소심해,OOD
내 스타일 아니던데,OOD
내 스타일 아니야,OOD
내 실력 좀 쩌는 듯,OOD
내 얼굴이 읽히나,OOD
내 여자친구 아이돌이야,OOD
내 외모 맘 안들어,OOD
내 월급만 안 올라,OOD
내 의견 좀 존중해 줬으면,OOD
내 의견 존중해줬으면,OOD
내 의지는 상관없나봐,OOD
내 의지로 안되는 일인가봐,OOD
내 이름이 없어,OOD
내 인생 답 없어,OOD
내 인생은 가시밭길 같아,OOD
내 인생 주인공은 나야,OOD
내 일 아닌데 해야 돼,OOD
내 자존감,OOD
내 잘못이 뭔지 모르겠어,OOD
내 잘못인 거 같은데 말 못하겠어,OOD
내 잘못인 거 같은데 어떻게 털어놓지,OOD
내 주제 모르고 덤빈건가,OOD
내 지인 내 험담했대,OOD
내 집이 생겼어,OOD
내 짝은 어디있을까,OOD
내 친구 내 험담 하다니,OOD
내 키 맞춰 봐,OOD
내 키 몇이게,OOD
내 편이 없는 거 같아,OOD
내 편이라고는 하나 없는 거 같아,OOD
내 그렇게 부족한가,OOD
내 그르친 거 같아,OOD
내 그사람 진짜 결혼해 될까,OOD
내 기대 너무 많이 했나봐,OOD
내 나빴네,OOD
내 너무 방심했어,OOD
내 너무 생각없이 말했어,OOD
내 너무 쉽게 보였나,OOD
내 너무 초라해,OOD
내 다른 무슨 말 하겠어,OOD
내 만족 못해,OOD
내 많이 부족한가,OOD
내 말하면 왜 비난만 할까,OOD
내 멍청한거지,OOD
내 무능력하게 느껴져,OOD
내 뭘 잘못했을까,OOD
내 뭘 좋아하는지 잘하는지 모르겠어,OOD
내 바보지,OOD
내 부족하니까 이렇게 밖 안된거겠지,OOD
내 불효녀야,OOD
내 불효자야,OOD
내 사랑할 자격이 있나,OOD
내 쉬워보이나,OOD
내 쓸모없는 인간 같아,OOD
내 아무것 아닌 사람 같아,OOD
내 왜 해야하는지 모르겠어,OOD
내 원하는 사람 되기 어려워,OOD
내 이래뵈 괜찮은 사람인데,OOD
내 이렇게 또 불효 한다,OOD
내 이상한 건가,OOD
내 이상한 사람같아,OOD
내 이상한가,OOD
내 잘못한 걸까,OOD
내 잘못했다는데 뭔지 안 알려줘,OOD
내 제일 문제인 듯,OOD
내 제정신이 아니다,OOD
내 좋아하는 가수 컴백한다,OOD
내 좋아하는 거 모르나,OOD
내 좋아하는 거 모르는 거 같애,OOD
내 좋아하는 사람과 나 좋아해주는 사람,OOD
내 좋아하는 사람 나 안 좋아하는 거 같아,OOD
내 좋아하는 사람 나 좋아해줬으면 좋겠다,OOD
내 좋아하는 사람 행복했으면 좋겠다,OOD
내 좋아할 자격이 있나,OOD
내 주제 몰랐나봐,OOD
내 주제 몰랐던 거지,OOD
내 죽어 모 거 같아,OOD
내 진짜 즐길 수 있을게 뭘까,OOD
내 질린대,OOD
내 참 못난거 같아,OOD
내 호구냐구,OOD
내 희생양이 됐어,OOD
내 힘든 게 많다,OOD
내기해서 이겼는데 소원 뭐하지,OOD
내년에는 더 행복해질려고 이렇게 힘든가봅니다,OOD
내마음 모르겠어,OOD
내사랑은 어디 있나,OOD
내아파트 갖고 싶어,OOD
내일 기대하게 되네,OOD
내일 기숙사 들어가,OOD
내일 떨린다,OOD
내일 만나자고 데쉬,OOD
내일 만나자고 해볼까,OOD
내일 모의고사 본다,OOD
내일 모의평가다,OOD
내일 발표 나는데 떨려,OOD
내일 발표 준비 아자아자,OOD
내일 발표 준비하고 있어,OOD
내일 발표인데 떨려,OOD
내일 비왔으면,OOD
내일 소풍간다,OOD
내일 시험이야,OOD
내일 일찍 일어나야 돼,OOD
내일 친구 놀까,OOD
내일 클스마스 이브네,OOD
내일 하루 종일 바빠,OOD
내일은 기다리던 소풍 간다,OOD
내일은 비왔으면 좋겠다,OOD
내일은 친구들 놀까,OOD
내일이 기대돼,OOD
내일이면 크리스마스 이브네,OOD
낼 바쁘넹,OOD
냄새나면 어쩌지,OOD
냄새날 것 같아 걱정이야,OOD
냉면 땡긴다,OOD
냉방비 너무 많이 나와,OOD
냉방비 장난 아님,OOD
냉장고 털어 먹을게 없네,OOD
냉장고 텅비었어,OOD
냉장고 김치 없네,OOD
냉장고 먹 게 없네,OOD
냉장고 먹 게 하나 없네,OOD
너 누구,OOD
너 누구냐,OOD
너 누구니,OOD
너 때문이야,OOD
너 또 뭐할 줄 알아,OOD
너 만든 사람 최소 천재,OOD
너 만든 사람은 누구야,OOD
너 말 잘하니,OOD
너 말 제대로 못해,OOD
너 말이 좀 이상하다,OOD
너 무서워,OOD
너 뭐하는 애야,OOD
너 미워,OOD
너 이러면 미워한다,OOD
너 진짜 쓰레기야,OOD
너는 못가잖아,OOD
너는 뭐 억었어,OOD
너는 아무일 없었나봐,OOD
너는 안자,OOD
너덜너덜해진 느낌이야,OOD
너 고민 있니,OOD
너 고민 있어,OOD
너 몰랐니,OOD
너 무슨 고민 있니,OOD
너 상사 있어,OOD
너무 기빨려,OOD
너무 기대했나봐,OOD
너무 다른 문화인 듯,OOD
너무 단순한 것만 하는거 아니니,OOD
너무 더워,OOD
너무 더워서 미치겠어,OOD
너무 마른 거 같아,OOD
너무 많은 걸 바래,OOD
너무 많이 먹어서 소화시켜야 하는데 움직이기 싫어,OOD
너무 많이 먹었나봐,OOD
너무 많이 먹었어,OOD
너무 멋있다,OOD
너무 바빠,OOD
너무 배 불러,OOD
너무 불공평한거 같애,OOD
너무 빨리 대답해,OOD
너무 빨리 철 든 거 같아서 마음이 아파,OOD
너무 빨리 철 들었어,OOD
너무 뻔뻔하게 구는데,OOD
너무 어려워,OOD
너무 오래 기다리게 한다,OOD
너무 외로워,OOD
너무 잘하는 후배 들어왔어,OOD
너무 졸려,OOD
너무 초라해지는 느낌이야,OOD
너무 추워서 나가기 귀찮아,OOD
너무 추워서 시베리아 같아,OOD
너무 편해 안 좋아,OOD
너무 편해진 거 같아,OOD
너무 허기지네,OOD
너무 힘들다,OOD
너무 힘들다 지쳤어,OOD
너무하네 진짜,OOD
넌 고민이 뭐야,OOD
넌 누구냐,OOD
넘 많이 먹었다,OOD
넘넘 외로워 죽겠어,OOD
넘어져서 발목 삔 거 같애,OOD
넘어질 뻔했어,OOD
넘어질뻔했어,OOD
네일 할까,OOD
넥타이핀 선물 괜찮겠지,OOD
